,url,status,title,email,phone,address,copyright,norm_title,scraped_index,company_index,score,address1,city,postal_code,country,founding_date,name,company_number,phone_number,unique_id,norm_name
1058,https://demetervoeding.nl,200,Demeter Voeding en Welzijn | homepage,mailto:info@demetervoeding.nl,,,,demeter voeding welzijn homepage,1058,3247,84,Kievithof 2,Purmerend,1444VX,NL,2012-01-01,Demeter Voeding en Welzijn,55141889,,601614206,demeter voeding welzijn
1059,https://dutchtradepoint.com,200,Dutch Trade Point - Home,mailto:contact@dutchtradepoint.com?subject=Contact,,,,dutch trade point home,1059,6001,87,Nijverheidsweg 41,Voorhout,2215MH,NL,2022-01-01,Dutch Trade Point B.V.,81545320,,604789831,dutch trade point
1062,https://www.jvdkrol.nl/,200,Welkom | J. van der Krol Graszoden  Tuinhout,mailto:grasenhout@jvdkrol.nl,tel:0356668270,,,welkom j der krol graszoden tuinhout,1062,1738,56,Sigarenmaker 16,Eersel,5521DJ,NL,1990-01-01,Graszoden van Hout,17071751,,526118495,graszoden hout
1065,https://www.hoogstad-ned.nl/,200,Hoogstad Netwerk en Domotica,mailto:info@hoogstad-ned.nl,,,© 2021 - 2024 Hoogstad Netwerk en Domotica,hoogstad netwerk domotica,1065,783,100,Derde Haren 50,'s-Hertogenbosch,5233CG,NL,2021-01-01,Hoogstad Netwerk en Domotica,83814752,,605071082,hoogstad netwerk domotica
1066,https://www.pharmapartners.nl/,200,PharmaPartners | ICT voor eerstelijnszorgverleners en patiënten,,,,© 2024 Copyright PharmaPartners,pharmapartners ict eerstelijnszorgverleners patiënten,1066,4724,52,Lugtenbergerweg 2,Eelde,9761VG,NL,2011-01-01,"Harm van Eert, Gebitsverzorger Voor Paarden",52798615,,601310035,harm eert gebitsverzorger paarden
1068,https://dekroegleiden.nl,200,De Kroeg | Cafe | Leiden | Kort Rapenburg,mailto:info@dekroegleiden.nl,,,,kroeg cafe leiden kort rapenburg,1068,9962,56,Bredaseweg 40,Chaam,4861AJ,NL,1999-01-01,Atelier Kronenburg,20095063,,515309177,atelier kronenburg
1069,https://www.inbouwcentrumrandstad.nl/,200,Inbouw Centrum Randstad,mailto:info@inbouwcentrumrandstad.nl,tel:0206825707,,© 2023,inbouw centrum randstad,1069,4837,100,Nieuwe Hemweg 30,Amsterdam,1013CX,NL,2018-01-01,Inbouw Centrum Randstad B.V.,71410848,+31206825707,603744307,inbouw centrum randstad
1070,https://www.kade-c.nl/uc.php,200,"
	Kade C grafisch ontwerp
	",,,,,kade c grafisch ontwerp,1070,6672,71,Galgenberg 43,Veldhoven,5508BH,NL,2011-01-01,Pink Indigo Grafisch Ontwerp,53037359,,601338715,pink indigo grafisch ontwerp
1071,https://www.deopening.nl/,200,Onder constructie -,,,,,constructie,1071,1245,79,Tijvoortsebaan 6,Goirle,5051HJ,NL,2007-01-01,Brock Constructie B.V.,18013765,+31135341660,515873266,brock constructie
1074,https://aquasolar.nl,200,AquaSolar - Voor iets gaat de zon op,mailto:aquasolar@aquasolar.nl,,,Aquasolar © 2022,aquasolar iets gaat zon,1074,1921,55,Zwolsmanweg 14,Sneek,8606KC,NL,2004-01-01,Aqua Solar,01102174,+31515431920,600509100,aqua solar
1076,https://trailblazer.me/id/renejonker/,200,"Trailblazer | Profile
    ",,,,,trailblazer profile,1076,3793,62,Prins Hendrikstraat 32,Raamsdonksveer,4941JV,NL,2023-01-01,Paradetrailer B.V.,91329116,,605952887,paradetrailer
1077,https://tandartspraktijkmeinardi.nl,200,Home - Tandartspraktijk Meinardi,mailto:info@tandartspraktijkmeinardi.nl,tel:0182538325,,,home tandartspraktijk meinardi,1077,8129,91,Buchnerweg 7,Gouda,2803GR,NL,2018-01-01,Tandartspraktijk Meinardi B.V.,71298010,+31182538325,603728755,tandartspraktijk meinardi
1080,https://ferryheijnen.nl,200,Internetbureau Ferry Heijnen.nl,,,,,internetbureau ferry heijnennl,1080,7259,67,Oudlandsestraat 59,Steenbergen NB,4651MB,NL,2003-01-01,Ferry Heijnen.nl,20112326,+31167563243,600265616,ferry heijnennl
1083,https://www.interjobsholland.nl/,200,Interjobs B.V.,mailto:info@interjobsholland.nl,tel:0318576761,,© Copyright -,interjobs,1083,1538,100,Smidstraat 30,Ederveen,6744WT,NL,2007-01-01,Interjobs B.V.,09175000,+31318576761,526742489,interjobs
1084,https://www.dickhof.nl/,200,Dickhof autoschadebedrijf,mailto:info@dickhof.nl,tel:0525-632966,,,dickhof autoschadebedrijf,1084,3931,73,Energieweg 52,Vlaardingen,3133EC,NL,1997-01-01,Dick's Autoschade B.V.,24275637,+31104357474,497853401,dicks autoschade
1085,https://www.easfotografie.com/,200,Portfolio | Mijnsite,,,,© 2021 by Elisabeth van den Arend Schmidt,portfolio mijnsite,1085,1301,60,Haviklaan 5,Almere,1343BC,NL,2016-01-01,Mister Tools B.V.,65966066,,603097376,mister tools
1086,https://www.bramkloos.com/,200,Welkom | Bram Kloos Photography | Portret | Evenement | Fotograaf,,,,© 2014 - 2024 Bram Kloos Photography /,welkom bram kloos photography portret evenement fotograaf,1086,4214,56,Elandstraat 200,'s-Gravenhage,2513GX,NL,2013-01-01,Bram Kloos Photography,58577556,,602214878,bram kloos photography
1087,https://caransa.nl,200,Caransa Groep – Since 1950,mailto:info@caransa.nl,tel:+31 20 6 625 625,,,caransa groep since 1950,1087,8753,59,229 Tewksbury Ave,Richmond,94801,US,,"Clearwater Group, Inc",,+1650-368-1017,115595712,clearwater group inc
1088,https://tarc.nl,200,"TARC - Training, Advisering, Realisatie en Coaching",mailto:info@tarc.nl,,,,tarc training advisering realisatie coaching,1088,2016,73,Wester Hordijk 312,Rotterdam,3079DM,NL,2007-01-01,"Rigardus, Training, Advies en Coaching",24406062,+31104820603,520686026,rigardus training advies coaching
1089,https://www.smedesfinefood.nl/,200,Smedes Fine Food: Welkom,,,,© Copyright 2024 Smedes Fine Food,smedes fine food welkom,1089,4574,82,Voltaweg 22,Bunschoten Spakenburg,3752LP,NL,2005-01-01,Smedes Fine Food B.V.,31041665,+31332988454,529681515,smedes fine food
1090,https://naturalhaircompany.nl,200, Natural Hair Company,mailto:info@naturalhaircompany.nl,tel:+316 11 77 99 01,,© 2024 naturalhaircompany.nl,natural hair company,1090,4808,100,Julianastraat 29,Alphen aan den Rijn,2405CG,NL,2019-01-01,Natural Hair Company B.V.,74822373,,604145216,natural hair company
1091,https://muziekhuisoudewater.nl,200,Home - Muziekhuis Oudewater,mailto:info@muziekhuisoudewater.nl,tel:%200348-727045,,© Pim Mul,home muziekhuis oudewater,1091,4749,89,Kapellestraat 39,Oudewater,3421CT,NL,2015-01-01,Muziekhuis Oudewater,63856573,+31348727045,602847104,muziekhuis oudewater
1094,https://www.maegis.de/,200,Maegis Gesamtlieferant für die Werbetechnik - Branche! - Maegis,mailto:info@maegis.nl,,,© 2024 Maegis,maegis gesamtlieferant für die werbetechnik branche maegis,1094,4343,49,Langesan 94,Leeuwarden,8939DD,NL,2014-01-01,Installatietechniek Drachten B.V.,61538345,,602572847,installatietechniek drachten
1095,https://www.aalbertsinvestments.nl/nl/,200,Home - Aalberts Investments,mailto:info@aalbertsinvestments.nl,tel:31343753007,,© 2024 Aalberts Beheer B.V. h.o.d.n. Aalberts Investments,home aalberts investments,1095,9015,89,Woudenbergseweg 11,Maarsbergen,3953ME,NL,2017-01-01,Aalberts Investments B.V.,67827314,+31343753007,603314099,aalberts investments
1097,https://four-leaves.com,200,"
      Four Leaves site
    ",,,,,four leaves site,1097,695,81,Tweede Jan Steenstraat 51 H,Amsterdam,1074CK,NL,2024-01-01,Four Leaves B.V.,73163678,,603953362,four leaves
1098,https://www.st-impact.nl/,200,Stichting Impact – Aandacht voor jouw geloofsreis,,,,,stichting impact aandacht jouw geloofsreis,1098,1406,62,Van der Zijpedreef 45,Rucphen,4715EM,NL,2006-01-01,Stichting Leergeld Noord-West Brabant,20128726,,520629734,stichting leergeld noordwest brabant
1104,https://vanaalsttransport.nl,200,Van Aalst koeltransport,mailto:info@vanaalsttransport.nl,,,© Van Aalst 2024.,aalst koeltransport,1104,5335,88,Scheperstraat 6 A,Oeffelt,5441PN,NL,2016-01-01,Van Aalst Transport B.V.,67503667,+31485391104,603280315,aalst transport
1105,https://woonzorgpalsmazathe.nl/home,200,"
        WoonzorgPalsmaZathe
    ",,,,,woonzorgpalsmazathe,1105,5124,65,Piskhoarnedyk 1 A,Leeuwarden,8912CE,NL,2020-01-01,Woonzorg Palsma Zathe B.V.,78328683,+31582667273,604562535,woonzorg palsma zathe
1107,https://www.ago-groep.nl/,200,AGO Groep - Totaalinstallateur in omgeving Noordoost-Brabant,mailto:info@ago-groep.nl,tel:0486 - 414 400,,© AGO Groep 2024 | Alle rechten voorbehouden |,ago groep totaalinstallateur omgeving noordoostbrabant,1107,6698,53,Voorstraat 20,Wissenkerke,4491EW,NL,,Diaconie Protestantse Gemeente de Ontmoeting te Noord-Beveland,82694893,+31113268275,604942508,diaconie protestantse gemeente ontmoeting noordbeveland
1108,https://stichtingkiem.nl,200,Stichting Kiem,,,,Copyright © 2024 Stichting Kiem,stichting kiem,1108,1210,100,Stationsplein 121,Amersfoort,3818LE,NL,2020-01-01,Stichting Kiem,78460654,,604585757,stichting kiem
1109,https://www.jenbacher.com/en,200,Jenbacher - Energy solutions for a greener future.,,,,Copyright © 2024,jenbacher energy solutions for a greener future,1109,8447,57,Korenbloemstraat 14,Zwolle,8012XS,NL,2012-01-01,Haverkort Project Solutions,65192931,+31383373497,603010585,haverkort project solutions
1111,https://hoveniersbedrijf-rmethorst.nl,200,Hoveniersbedrijf R.Methorst,,,,,hoveniersbedrijf rmethorst,1111,7737,94,Veldm Montgomeryweg 12,Soesterberg,3769BJ,NL,2016-01-01,Hoveniersbedrijf R. Methorst,67003680,,603225064,hoveniersbedrijf r methorst
1112,https://estivotrading.nl,200,Estivo,,,,Estivo © 2019,estivo,1112,3002,80,Overspoor 64 K,Nibbixwoud,1688JH,NL,2002-01-01,Esto B.V.,37100237,,600503208,esto
1117,https://mvemtransport.nl,200,MveM transport,,,,,mvem transport,1117,9969,100,Wielestein 11,Oosterhout NB,4901CS,NL,2023-01-01,Mvem Transport B.V.,91402514,,605950753,mvem transport
1118,https://www.burgtbouw.nl/,200,BurgtBouw - Passie voor vakmanschap!,mailto:info@burgtbouw.nl,tel:0493 - 315050,,© 2024 BurgtBouw,burgtbouw passie vakmanschap,1118,9285,58,Zuideinde 166,Oostzaan,1511GK,NL,2021-01-01,Koopmanschap Glas,83289186,+31356948406,605010046,koopmanschap glas
1120,https://www.ralectro.nl/,200,Ralectro | Energiek in Techniek,mailto:info@ralectro.nl,tel:0031475494265,,,ralectro energiek techniek,1120,4897,71,Motorkade 7 A,Amsterdam,1021JR,NL,1960-01-01,Bruens Electrotechniek B.V.,33233552,+31206326824,526675067,bruens electrotechniek
1121,https://filtercare.nl,200,FilterCare,,,,,filtercare,1121,3372,100,Galliersweg 28,Oss,5349AT,NL,2012-01-01,Filtercare B.V.,18087316,+31882000600,521022699,filtercare
1122,https://gelderblom-willemsen.nl,200,"
		gelderblom-willemsen-temp.nl
	",,,,,gelderblomwillemsentempnl,1122,2043,84,Ceintuurbaan 211,Bussum,1402HH,NL,2015-01-01,Gelderblom Willemsen B.V.,32118625,+31356937124,520338997,gelderblom willemsen
1123,https://www.fadiro.nl/,200,HOME | fadiro,mailto:info@fadiro.nl,,,,home fadiro,1123,2365,71,Rijnlaan 4,Zwolle,8032BA,NL,2001-01-01,Fadiro B.V.,05067751,+31384537956,517133954,fadiro
1124,https://www.vanvlietcaravans.nl/,200,Home - Van Vliet Caravans,mailto:info@vanvlietcaravans.nl,tel:+310348-412280,246 beoordelingen,Algemene voorwaarden,home vliet caravans,1124,5006,85,Kromwijkerdijk 8,Woerden,3448HW,NL,2014-01-01,Van Vliet Caravans B.V.,30045785,+31348412280,517413426,vliet caravans
1127,https://www.mijnmond.info/bosmanvenlo,200,Tandtechnisch Laboratorium Bosman | Welkom,,,,© mijnmond.info 2024 |,tandtechnisch laboratorium bosman welkom,1127,1973,82,Seringenstraat 23,'s-Hertogenbosch,5213GS,NL,2019-01-01,Tandtechnisch Laboratorium den Bosch B.V.,16076781,+31736145991,530072235,tandtechnisch laboratorium den bosch
1128,https://www.autocorsten.nl/,200,Uw Vakgarage in Mariahout - Auto Corsten,mailto:info@autocorsten.nl,tel:0031499422176,,Auto Corsten © 2024  | Alle rechten voorbehouden,uw vakgarage mariahout auto corsten,1128,9698,51,Mariastraat 64,Mariahout,5738AK,NL,2017-01-01,Auto Corsten B.V.,17068500,+31499422176,525178169,auto corsten
1130,https://ewaschildcare.nl,200,Ewa’s Childcare,,,,© 2019 Ewa’s Childcare,ewas childcare,1130,4283,100,Pretoriusstraat 154,'s-Gravenhage,2571VJ,NL,2014-01-01,Ewa's Childcare B.V.,58143807,+31703639775,602163681,ewas childcare
1131,https://vareninutrecht.nl,200,Varen in Utrecht - Uw familiefeest of bedrijfsuitje op het water!,mailto:info@vareninutrecht.nl,tel:+3132313653,,© 2004 – 2023 VareninUtrecht.nl – Alle rechten voorbehouden.,varen utrecht uw familiefeest of bedrijfsuitje water,1131,1594,51,Lange Viestraat 2 B,Utrecht,3511BK,NL,2022-01-01,Hans Familierecht Erfrecht,86180584,+31302336282,605346457,hans familierecht erfrecht
1132,https://mvdmontagebedrijf.nl,200,MVDmotagebedrijf.nl,,,,,mvdmotagebedrijfnl,1132,8408,79,Carry Pothuisstraat 17,Schiedam,3123SM,NL,2006-01-01,Montagebedrijf Nolet,24393642,,498079490,montagebedrijf nolet
1134,https://houwaard-schilderwerken.nl,200,"Houwaard Schilderwerken Rheden, voor al uw binnen en buiten schilderwerk.",,,,,houwaard schilderwerken rheden al uw binnen buiten schilderwerk,1134,8860,53,Wurfbainlaan 30,Rheden,6991ZJ,NL,2009-01-01,Houwaard Schilderwerken,09192046,+31263630217,600414947,houwaard schilderwerken
1135,https://younggroup.nl/home/,200,Young Group – Facilitair en Huisvesting,mailto:info@younggroup.nl,,,,young group facilitair huisvesting,1135,245,61,Lange Viestraat 2 B,Utrecht,3511BK,NL,2017-01-01,Hanssen Spronk Facilitair B.V.,70503486,,603637028,hanssen spronk facilitair
1136,https://www.wagenvoort.nl,200,Wagenvoort Vuurwerk verzorgt siervuurwerk en vuurwerkshows,mailto:info@wagenvoort.nl,tel:038–4478329,,,wagenvoort vuurwerk verzorgt siervuurwerk vuurwerkshows,1136,8120,51,Kanaaldijk 52,Wapenveld,8191NB,NL,1983-01-01,Wagenvoort Vuurwerk B.V.,08039870,+31384478329,519071602,wagenvoort vuurwerk
1143,https://www.vinopro.com/,200,VinoPRO | Wine Marketing & Technology,,,,,vinopro wine marketing technology,1143,9726,63,Straatweg 68,Breukelen UT,3621BR,NL,2022-01-01,Caresharing Technologies B.V.,55844375,+31208203232,601700549,caresharing technologies
1145,https://roggeveentransport.nl,200,Roggeveen transport | Op de weg door heel Europa!,mailto:info@roggeveentransport.nl,tel:%2B31%206%2031656998,,© 2017 Roggeveen Transport |,roggeveen transport weg heel europa,1145,4630,70,Ochtenstraat 9,Benthuizen,2731EN,NL,2016-01-01,Roggeveen Transport,64857409,,602973283,roggeveen transport
1147,https://boschdaarle.nl,200,Bosch Daarle: Home,,,,©2010 -,bosch daarle home,1147,4942,83,Dalvoordeweg 13,Daarle,7688PS,NL,2011-01-01,Bosch Daarle,53647866,+31546697215,601420780,bosch daarle
1148,https://dijko.nl,200,Dijko Kozijnen,mailto:info@dijko.nl,tel:0516514522,,Copyright © 2024 Dijko – Website door Onrust media,dijko kozijnen,1148,3442,79,Hegedyk 62,Jellum,9026BB,NL,2021-01-01,Kooij Kozijnen B.V.,64927849,+31582518888,602967389,kooij kozijnen
1149,https://www.zetsupport.nl/,200,Homepage - Zetsupport,,,,© 2018. Zetsupport. Alle rechten voorbehouden.,homepage zetsupport,1149,5651,69,Thomas Edisonweg 66,Drunen,5151DJ,NL,2014-01-01,Zetsupport B.V.,18042870,+31416381206,530725668,zetsupport
1150,https://www.deltamarina.nl/,200,Welkom bij Delta Marina Kortgene - Delta Marina,mailto:homeport@deltamarina.nl,,,,welkom delta marina kortgene delta marina,1150,3863,50,Maasburg 13,Cuijk,5431BR,NL,2016-01-01,Makelaardij Martijn Willems B.V.,17207104,+31485563177,526136468,makelaardij martijn willems
1151,https://www.retroflex.nl/,200,Retroflex,,,,,retroflex,1151,4328,100,Energieweg 4,Druten,6651KT,NL,2022-01-01,Retroflex B.V.,11031093,+31487560333,601005778,retroflex
1156,https://allcontracting.nl,200,ALLCONTRACTING.NL,,,,,allcontractingnl,1156,7384,90,Gaasperdamstraat 24,Zaandam,1507JW,NL,2009-01-01,All Contracting B.V.,34330243,,600462205,all contracting
1157,https://pragmatix.nl,200,Pragmatix,,,,,pragmatix,1157,2567,100,Laanweg 58,Schoorl,1871BK,NL,2014-01-01,Pragmatix,60854219,+31727112111,602485655,pragmatix
1158,https://www.mpgbv.eu/,200,Home - MPG,,,,© Copyright MPG,home mpg,1158,892,63,Johan V Oldenbarneveltln 65,'s-Gravenhage,2582NJ,NL,2005-01-01,M.H.M.G. Houben B.V.,27276037,+31703225350,524820923,mhmg houben
1161,https://www.landsmanenteune.nl/,200,Home | Landsman en Teune,mailto:contact@landsmanenteune.nl,tel:0383335262,,Copyright ©2024 ·,home landsman teune,1161,8146,85,De la Sablonierekade 18,Kampen,8261JR,NL,2019-01-01,Landsman en Teune B.V.,76026213,+31383335262,604287984,landsman teune
1162,https://www.kunsthuizen.nl/,200,Kunsthuizen | Galleries en kunstuitleen | Amsterdam | Leiden | Breda,,,,© Kunsthuizen 2024 All rights reserved |,kunsthuizen galleries kunstuitleen amsterdam leiden breda,1162,6814,53,Valeriusstraat 184 2,Amsterdam,1075GJ,NL,1999-01-01,Vereniging van Eigenaars Valeriusstraat 184 te Amsterdam,50702971,,601051919,vereniging eigenaars valeriusstraat 184 amsterdam
1163,https://eurotape.com,200,Eurotape | Medical adhesive products,,tel:+31356091020,,,eurotape medical adhesive products,1163,1401,61,Rivium 1E Straat 17,Capelle aan den IJssel,2909LE,NL,2023-01-01,Ortolog Medical Europe B.V.,91108543,+31102886400,605920286,ortolog medical europe
1165,https://www.sweetstuff.nl/winkelmand/,200,Winkelmand - sweetstuff.nl,mailto:info@sweetstuff.nl,tel:0645370839,,,winkelmand sweetstuffnl,1165,3761,61,Korsholm 36,Hoofddorp,2133ER,NL,2020-01-01,Sweetstuff,77788664,,604503444,sweetstuff
1166,https://www.fifocolor.nl/,200,https://www.fifocolor.nl,,,,,httpswwwfifocolornl,1166,3941,48,Hendrik Bulthuisweg 18,Sneek,8606KB,NL,2018-01-01,Nauticolor B.V.,72630469,+31515227007,603890003,nauticolor
1170,https://www.compagniedesalpes.com/,200,| Compagnie des Alpes,,,,,compagnie des alpes,1170,9066,100,50 52,Paris,75009,FR,1989-01-01,Compagnie des Alpes,349577908,+33146848800,492652832,compagnie des alpes
1173,https://reshapeproperties.com,200,Reshape Properties B.V. | Home,mailto:info@reshapeproperties.com,,,© 2024 Reshape Properties B.V.,reshape properties home,1173,5672,88,Marathon 9 D,Hilversum,1213PE,NL,2008-01-01,Reshape Properties B.V.,32131480,+31356233978,600164213,reshape properties
1176,https://www.hoevedekaolder.nl/,200,Hoeve de Kaolder,mailto:info@hoevedekaolder.nl,tel:0031475451701,,,hoeve kaolder,1176,1683,100,Leukerweg 3,Baexem,6095NX,NL,2020-01-01,Hoeve de Kaolder B.V.,58120572,+31475451701,602160098,hoeve kaolder
1177,https://grshuizen.nl,200,Gooische Repair Service,,tel:06-48511897,,© 2019 Copyright: Gooische Repair Service,gooische repair service,1177,5990,100,Botterstraat 47,Huizen,1271XL,NL,2013-01-01,Gooische Repair Service,59246138,,602338288,gooische repair service
1180,https://stolsystems.com,200,Stol Inspection Systems | Welkom!,,,,,stol inspection systems welkom,1180,9974,87,Minervum 7404,Breda,4817ZG,NL,2008-01-01,Stol Inspection Systems B.V.,17223016,+31765815599,600193979,stol inspection systems
1183,https://his-industry.com,200,H.I.S. Industrie Service,,,,H.I.S. Industrie Service ©2024,his industrie service,1183,617,100,Muijeveld 77,Vinkeveen,3645VJ,NL,2008-01-01,H.I.S. Industrie Service,30243299,,600269153,his industrie service
1184,https://juwelsbeautycenter.nl,200,Blackhair - Lelystad - Juwel's Beauty Center,,,,© 2024 Juwel's Beauty Center,blackhair lelystad juwels beauty center,1184,9549,68,Baai 149,Lelystad,8224DV,NL,2011-01-01,Juwel's Beauty Center,53783492,+31320248040,601449395,juwels beauty center
1185,https://vdnkitchen.nl,200,VDN - Het beste keukengereedschap,,,,Copyright 2024 ©,vdn beste keukengereedschap,1185,2827,65,Florijn 1,Deurne,5751PC,NL,1998-01-01,Bankers Gereedschappen B.V.,17067094,+31493322928,524600836,bankers gereedschappen
1186,https://www.tegmento.nl/,200,Onafhankelijk bureau voor dakadvies - Tegmento,mailto:info@tegmento.nl,tel:0572363360,,Copyright © Tegmento 2024. Alle rechten voorbehouden.,onafhankelijk bureau dakadvies tegmento,1186,2105,52,Langstraat 54,Venray,5801AE,NL,2015-01-01,Dietistenpraktijk Bewust (W)Eten,35882972,,603266765,dietistenpraktijk bewust weten
