"address1","city","postal_code","country","founding_date","name","company_number","phone_number","unique_id"
"Oostersingel 1 A Bis","Culemborg","4101GE","NL","2002-01-01","Styling en ZO","11053937","","0518771257"
"De Zwaan 14","Leidschendam","2266NN","NL","1998-01-01","Pit Beheer B.V.","27176260","+31703279797","0514403989"
"Edisonweg 3","Nunspeet","8071RC","NL","2004-01-01","Botec B.V.","08123049","+31341264656","0521622603"
"Rietkade 27","'s-Gravenhage","2492TM","NL","2011-01-01","Elistor Beheer B.V.","53294335","","0601371633"
"Hoofdweg 865","Hoofddorp","2131MB","NL","2005-01-01","Voedingsadviesbureau de Winter V.O.F.","51328313","+31235573344","0601119972"
"Jan van Nassaustraat 67","'s-Gravenhage","2596BP","NL","2011-01-01","Studiekeuzeopmaat","52794962","","0601309717"
"A Bloemaart Corneliszstr 14","Gorinchem","4206XH","NL","2015-01-01","Leeveld B.V.","64623467","","0602943422"
"Ambachtstraat 22","Ochten","4051AJ","NL","1997-01-01","Maat Management","09095358","","0498129785"
"Kerkdwarsstraat 1 A","Kesteren","4041XC","NL","2022-01-01","Boorsma Mode B.V.","87939509","+31488481353","0605546311"
"Oostvlietstraat 24","Voorburg","2271RK","NL","2008-01-01","Zegers B.V.","27320050","","0600244160"
"Van Spilbergenstraat 184 H","Amsterdam","1057RS","NL","2013-01-01","Unmei","58215212","","0602171497"
"Elbaweg 16 A","Hem","1607MP","NL","1998-01-01","Flexibol B.V.","36031024","","0521628449"
"Stationsplein 62","Baarn","3743KM","NL","2012-01-01","Masterplanning","55951279","+31355430454","0601900423"
"Aan de Schipsloot 7","Wolvega","8471AC","NL","2004-01-01","Special-Products.nl B.V.","01105963","+31561689463","0524195071"
"Franciscanessenstraat 9","Molenhoek LB","6584GN","NL","2021-01-01","Jmt Advies in de Zorg","83135715","","0604993468"
"Blankenstein 143","Meppel","7943PE","NL","2012-01-01","Kenniscentrum Sociaal Domein B.V.","54798841","+31522859936","0601572172"
"Lombok 74","Zoetermeer","2721JB","NL","2019-01-01","Steamencleanverhuur","74654292","","0604134546"
"Santorini 10","Hoofddorp","2134AR","NL","2020-01-01","Suuz!","80545769","+31235762787","0604686068"
"Saenredamstraat 61 H","Amsterdam","1072CD","NL","2016-01-01","The Fame Game B.V.","34166269","+31204220787","0518108527"
"Hoofdweg 154","Blijham","9697NR","NL","2005-01-01","Bouwbedrijf Blokzijl B.V.","01107588","+31597561225","0524710029"
"Zuideinde 142","Roelofarendsveen","2371BZ","NL","2023-01-01","Springflora B.V.","28091952","+31713316834","0517940556"
"Haags Kwartier  55","'s-Gravenhage","2491BM","NL","2011-01-01","Stichting Ado den Haag in de Maatschappij","53554426","+31703054500","0601414417"
"Benedendamsestraat 3","Ameide","4233EN","NL","2019-01-01","Bistro Bientje V.O.F.","75777452","","0604267786"
"Apolloweg 2 M","Lelystad","8239DA","NL","2009-01-01","Jontech B.V.","32143354","+31320212767","0600372086"
"Westerlanderweg 52","Westerland","1778KL","NL","1993-01-01","Portegijs Keukens B.V.","37066360","+31227593733","0528321915"
"Butenskar 2","Koudum","8723LZ","NL","2015-01-01","Nim de Dei","62584243","+31514521392","0602696977"
"Burgemeester Brokxlaan 12","Tilburg","5041SB","NL","2022-01-01","Iemand B.V.","17280769","+31735119595","0600878662"
"Veerpolder 36","Haarlem","2031AR","NL","2007-01-01","John van Geldorp B.V.","34058076","+31235341101","0520380557"
"Norgerweg 42","Haulerwijk","8433LN","NL","2009-01-01","De Boer Sps B.V.","01122133","","0526735617"
"Schaloenstraat 2","Sittard","6136CM","NL","2021-01-01","Ken Je Barbershop","84198737","","0605115914"
"Bodemanstraat 61","Hilversum","1216AJ","NL","2020-01-01","Mindful Circle","77134761","","0604426083"
"Zuiderlaan 28 D","Zevenaar","6905AE","NL","2016-01-01","Luminosity Events B.V.","65674561","","0603059496"
"Archimedesstraat 14","Dedemsvaart","7701SG","NL","2002-01-01","Galaxy Telematica B.V.","04055452","+31528234735","0513458974"
"Nederstraat 14","Amerongen","3958CS","NL","2002-01-01","Yneke Kootstra Voedingsadvies en Leefstijlcoaching","30273914","+31343451951","0600724513"
"Blokjesplaat 8","Goes","4465BC","NL","2022-01-01","Trentdierenvoer","85797588","","0605301343"
"Stuifketel 8","Burgh Haamstede","4328HJ","NL","2009-01-01","Bbstar","20160890","","0600680601"
"Graafschap Hornelaan 135","Weert","6001AC","NL","2021-01-01","Robivo Trading B.V.","82084785","","0604858714"
"Gillis Steltmanstraat 6","Amsterdam","1067NP","NL","2016-01-01","V.O.F. Taxi 34","65257340","","0603017717"
"Postbus 20","Stad aan 't Haringvliet","3243ZG","NL","2010-01-01","Jachthaven Atlantica B.V.","23042388","+31187612524","0516372360"
"Zuidbaan 547 B","Moordrecht","2841MD","NL","2009-01-01","Pvr Schilderswerken","32151612","","0600521042"
"Johan V Oldenbarneveltln 65","'s-Gravenhage","2582NJ","NL","2005-01-01","M.H.M.G. Houben B.V.","27276037","+31703225350","0524820923"
"Gortstraat 77","Middelburg","4331LB","NL","2018-01-01","Driessen & Partners B.V.","70906068","+31118436852","0603684866"
"De Trompet 1860","Heemskerk","1967DB","NL","2003-01-01","Gorter Advisie","37106531","","0519703961"
"Golfslag 3","Vlissingen","4386HH","NL","2020-01-01","Labyrinth-It B.V.","81237170","+31118475335","0604760077"
"Villa Spaanse Ruiter 56","Waalwijk","5146AJ","NL","2016-01-01","Van Ons Samen","67162088","","0603245646"
"Zwaanswal 31","Gorinchem","4201MK","NL","2012-01-01","Rien van Houwelingen Architect B.N.A.","55681581","+31183511240","0601669836"
"Wandelmeent 7","Hilversum","1218CM","NL","2023-01-01","Rosa Noé","88848809","","0605662276"
"Dorpsstraat 562","Assendelft","1566BZ","NL","2008-01-01","Sitedata B.V.","17217768","+31757600024","0600131393"
"Van Lintrehof 4","Sittard","6137HJ","NL","2014-01-01","Quadcopter-Shop","60240725","","0602417536"
"Driehoekstraat 1 E","Amsterdam","1015GL","NL","2008-01-01","Molecule B.V.","34310459","","0600304654"
"Woudweg 12","Schiedam","3123KB","NL","2004-01-01","Psychologische Praktijk Michiel de Ronde","09191725","+31104704572","0600407822"
"Van Riebeecklaan 39","Breda","4818EA","NL","1992-01-01","Stichting Theatergroep Harmonium","41058515","","0522594422"
"Grote Voort 7","Hilvarenbeek","5081HE","NL","2001-01-01","Maatschap A.C.M. Wouters en A.C.M. Wouters-Moonen","17257811","","0600600387"
"Weerdesteynstraat 34","Rotterdam","3077DD","NL","2023-01-01","L.K.W. Dienstverlening","90917790","","0605910607"
"Abdij 27","Blokker","1695JX","NL","2021-01-01","Rick Deken Dienstverlening","81317166","","0604779732"
"Nieuwe Brink 89","Bussum","1404KA","NL","1992-01-01","A.H.M. Smeink Beheer B.V.","32051439","","0526755091"
"Maagdenburgstraat 56","Deventer","7421ZG","NL","2014-01-01","Freshlight B.V.","30231605","+31555053691","0526926851"
"Tingietersweg 137","Haarlem","2031ER","NL","2022-01-01","Double-O B.V.","86419889","+31235312252","0605367186"
"M.H. Tromplaan 8 A","Enschede","7511JK","NL","2019-01-01","4 Minutes B.V.","53921291","+31537850731","0601466622"
"Sjees 50","Hoorn NH","1625GZ","NL","2006-01-01","Abc Translators","51668610","+31229273000","0601159602"
"Kraaivenstraat 25 14","Tilburg","5048AB","NL","2010-01-01","Kds-Trading","90218949","+31134684900","0605821945"
"Moeder Teresasingel 80","Zoetermeer","2719AZ","NL","2007-01-01","Tuincentrum Rokkeveen B.V.","27304788","+31793611090","0526572450"
"Halderse Akkers 5 A","Sint Michielsgestel","5271VP","NL","1973-01-01","De Wilgenhof B.V.","38025137","","0513849347"
"Paul Krugerstraat 7","Apeldoorn","7311AN","NL","2019-01-01","Koningskind West B.V.","09165639","+31555222524","0520570434"
"Oleanderhage 46","Assen","9408EM","NL","2020-01-01","Autorijschool Hein","80651852","","0604695325"
"Anthony Lionweg 3","Bergschenhoek","2661DT","NL","2017-01-01","Cympathy B.V.","68578873","","0603404896"
"Dorpsstraat 24","Ulicoten","5113TE","NL","2014-01-01","A.P.F. Jacobs","60449675","+31135199389","0602442414"
"Van Hennaertweg 18","Alblasserdam","2952CA","NL","2015-01-01","Pmr Hydraulics B.V.","63298732","+31786933010","0602783227"
"Celsiusstraat 56","Ede Gld","6716BZ","NL","2003-01-01","Natuurlijk Natuurlijk","09133868","+31318220081","0519498289"
"Cannenburgerbos 25","Ede Gld","6718HE","NL","2022-01-01","Kernbeek B.V.","09156009","+31318693727","0497454197"
"Nobelweg 18 (1E Verd.)","Goes","4462GK","NL","2012-01-01","Touch! Reclame B.V.","55431690","+31113231400","0601650286"
"Zuidkade 227","Waddinxveen","2741JT","NL","1987-01-01","Vibas","29031433","+31182615854","0522466211"
"Jan Oldenburgerstraat D 55","Nieuwe Pekela","9663RP","NL","2016-01-01","Martini Sound","67061710","","0603233566"
"Ebro 81","Uithoorn","1423AN","NL","2016-01-01","Justin Buskermolen","66700159","","0603188811"
"H.J.E. Wenckebachweg 123","Amsterdam","1096AM","NL","2021-01-01","Amstelgis B.V.","33207089","","0520787553"
"Eekwal 16","Zwolle","8011LD","NL","2023-01-01","Ncp Assessments B.V.","67486207","+31854012222","0603279138"
"Oud-Loosdrechtsedijk 272 C","Loosdrecht","1231NK","NL","1978-01-01","Bonnema Watersport B.V.","30142216","+31355825255","0498415862"
"Regulierenring 2 G","Bunnik","3981LB","NL","2013-01-01","Bauhaus Nederland C.V.","58426019","+31742033400","0602196461"
"De Angstel 34","Breukelen UT","3621WC","NL","2013-01-01","Vechtstreek Fysiotherapie","56717822","+31346250573","0601987415"
"Perenstraat 198","'s-Gravenhage","2564SK","NL","2023-01-01","Felidae Services B.V.","89757823","","0605757530"
"Blekersdijk 37","Dordrecht","3311LC","NL","1997-01-01","Advocatenkantoor Castelein","65544072","+31786140714","0603052102"
"ir. Hanlostraat 2","Enschede","7547RD","NL","2016-01-01","Wiggers Mastercars B.V.","08141299","+31534319100","0497431072"
"Meer en Duin 8 B","Lisse","2163HA","NL","2020-01-01","Julianazijde B.V.","28113950","+31252416782","0520815508"
"De Kwartel 22","Laren NH","1251RX","NL","2013-01-01","Vivonline B.V.","59138076","","0602285448"
"Rulakker 7","Lierop","5715BJ","NL","2009-01-01","Vreede IT B.V.","17251020","+31492331955","0600518320"
"Watervalweg 143","Ermelo","3851VB","NL","2001-01-01","Baron B.V.","08100543","+31341361552","0517775499"
"Dudokplantsoen 1","Bergschenhoek","2662EL","NL","2013-01-01","Bizconsult B.V.","57023476","","0602022870"
"Herengracht 520","Amsterdam","1017CC","NL","2016-01-01","Vereniging van Eigenaars Leidsekade 49, 50, 51 te Amsterdam","66891957","","0603219116"
"Potterstraat 6","Utrecht","3512TA","NL","2012-01-01","U-Boss Uitzendbureau B.V.","56576552","+31302331144","0601969993"
"Baarsjesweg 224","Amsterdam","1058AA","NL","2005-01-01","Stichting Match Onderwijs en Cultuur Amsterdam","34228504","","0525204071"
"Minervum 7363","Breda","4817ZH","NL","2015-01-01","Brugel Food Products B.V.","20048046","+31765870811","0520443917"
"Elzehout 6","Zoetermeer","2719MC","NL","2022-01-01","Kelly Alles Voor Kids","85939552","","0605318295"
"Kloosterweg 25","Noordgouwe","4317NE","NL","2014-01-01","Topicara B.V.","62018736","+31111413077","0602630260"
"Edisonstraat 26","Tiel","4004JL","NL","2021-01-01","Just4Safety B.V.","83279644","","0605000073"
"Peperstraat 13","Naarden","1411PX","NL","2023-01-01","Lucidus Holding B.V.","89547381","","0605732165"
"Boeninksteeg 3 A","Zelhem","7021KC","NL","2009-01-01","Hebbink-Pc","59035269","+31314625425","0602273051"
"Oostkanaalweg 5 B","Aarlanderveen","2445BA","NL","2008-01-01","Tropical Seeds B.V.","28039415","+31172473841","0518910770"
"De Factorij 28 A","Zwaag","1689AL","NL","2010-01-01","Er&Er B.V.","37160607","+31229212845","0600813782"
"Parkweg 22","Epe","8161CK","NL","1994-01-01","Dtp Studio Schuurman","54721490","+31850020747","0601562411"
"Westblaak 47","Rotterdam","3012KD","NL","2007-01-01","Pms72 B.V.","24304056","+31104124329","0515992343"
"Rozengracht 214 B 2","Amsterdam","1016NL","NL","2022-01-01","Joa Jesse","86267094","","0605354680"
"Ranonkelstraat 13","Schijndel","5482MT","NL","2004-01-01","H.G.J. Schevers Holding B.V.","17170187","+31735480051","0524074745"
"Amsteldijk 223","Amsterdam","1079LK","NL","2007-01-01","Orchidee B.V.","34272727","+31174870110","0498462678"
"Jaap Bijzerweg 9","Woerden","3446CR","NL","2010-01-01","Fidder Slapen B.V.","30218753","+31348412861","0520302219"
"Het Anker 55","Hoogeveen","7908GL","NL","2023-01-01","Malinowskirobert","91197279","","0605937107"
"Lus 1","Genemuiden","8281NT","NL","2020-01-01","Sailinox","77406575","","0604458484"
"Beneluxweg 125","Oosterhout NB","4904SJ","NL","2017-01-01","Cag Ventures C.V.","70485186","+31162487000","0603641829"
"Hoeselderdijk 13","Bornerbroek","7627PW","NL","1897-01-01","Onderlinge Paarden- en Ponyfonds Deldeneresch Azelo B.A.","08155937","","0520930439"
"Bornsestraat 18","Weerselo","7595LG","NL","2023-01-01","Autobedrijf Krabbe B.V.","89334728","+31541661487","0605713185"
"Bredalaan 110","Eindhoven","5652JH","NL","2006-01-01","Stichting Stedelijke Informatie Markt","24400219","","0520121633"
"Noordeinde 115 A","Landsmeer","1121AJ","NL","2001-01-01","Over Water B.V.","34167081","+31206374699","0518226442"
"Oude Boekeloseweg 31","Hengelo OV","7553DS","NL","2016-01-01","Rdz Bewind","71436790","+31742040900","0603754301"
"Praagsingel 111","IJsselstein UT","3404VP","NL","2022-01-01","Bvh B.V.","85582190","","0605276670"
"Madame Curieweg 25","Joure","8501XC","NL","2022-01-01","Therapeuticum Joure B.V.","86848593","+31513484260","0605417681"
"Raadhuisstraat 44 A","Heemstede","2101HH","NL","2020-01-01","ar. Food B.V.","78496519","","0604579781"
"De Huisakker 16","'s-Heerenberg","7041TG","NL","2002-01-01","Screen Technologies B.V.","09101579","+31314665544","0514125532"
"Spacelab 17 A","Amersfoort","3824MR","NL","1964-01-01","Inducoat B.V.","08059407","+31334562394","0528747432"
"Graaf Albrechtweg 10","Zwijndrecht","3331HP","NL","2020-01-01","Cool Office Management","80189695","+31786191801","0604643221"
"Davostraat 11","Deventer","7412VK","NL","2012-01-01","De Kleine Ondeugd B.V.","54680328","+31102130718","0601557275"
"Grondzijl 10 B","Groningen","9731DG","NL","2017-01-01","Van der Walle Automotive","68459599","+31502111997","0603400048"
"Noordeinde 114","Hendrik Ido Ambacht","3341LW","NL","2005-01-01","Heeboss B.V.","24385167","+31786990010","0497302604"
"Korte Hei 32","Rucphen","4715RS","NL","1986-01-01","Nispen Lasmij B.V.","20037896","+31165769006","0516105414"
"Louise Wentstraat 54","Amsterdam","1018MS","NL","1984-01-01","Graffito","33177154","+31206755308","0519437837"
"Wibautstraat 17","Maarssen","3601XE","NL","2009-01-01","Djoprissa B.V.","34331475","","0600476408"
"Vliegeniersstraat 22","Uden","5405BH","NL","2018-01-01","Pennings Metaalrecycling B.V.","71494359","+31413255164","0603751776"
"Vondelstraat 140","Amsterdam","1054GT","NL","2005-01-01","De Hollandsche Manege","37120575","+31206180942","0497135599"
"De Watersnip 3","Sint Michielsgestel","5271LG","NL","2023-01-01","Nxt Level Advies B.V.","89787382","","0605758895"
"Honesbrink 37","Enschede","7544MP","NL","2014-01-01","Miro Services","62013092","","0602629699"
"Tolbrugstraat 3","Breda","4811WN","NL","2019-01-01","Ted's Arcade B.V.","73617385","+31763034823","0603999525"
"Plesmanweg 17","Almelo","7602PD","NL","2016-01-01","Box at Work Amsterdam B.V.","66059682","+31546876500","0603108150"
"Newtonstraat 29","Heerhugowaard","1704SB","NL","2002-01-01","Stanza Bouw B.V.","37072877","+31725722062","0530470298"
"Cobaltstraat 21","Zoetermeer","2718RM","NL","2010-01-01","More Flow Services Europe B.V.","27113062","+31798200280","0521026513"
"Jonkerbosplein 52","Nijmegen","6534AB","NL","2015-01-01","Odin Company B.V.","57732590","+31243529840","0602113783"
"Gronausestraat 1212","Enschede","7534AT","NL","1999-01-01","Stichting 't Trefpunt Euregio","06091481","+31534618265","0600791701"
"2E Poellaan 8","Lisse","2161CJ","NL","2017-01-01","Koos Lamboo B.V.","28078745","+31252213109","0513910182"
"Staalstraat 34","Velsen-Noord","1951JP","NL","2020-01-01","Mdr Holding B.V.","81411685","+31251211846","0604772930"
"st. Janstraat 22","Breda","4811ZL","NL","2014-01-01","Janenalleman","59530545","+31767634055","0602328908"
"Nieuwezijds Voorburgwal 320 H","Amsterdam","1012RV","NL","1992-01-01","Haesje Claes B.V.","33139840","+31206249998","0517932672"
"Nieuwe Herengracht 47","Amsterdam","1011RN","NL","2019-01-01","Ipractice B.V.","71629610","+31207717996","0603769727"
"st. Janstraat 14","Uden","5401BB","NL","2002-01-01","Hotel Arrows B.V.","17150847","+31413268555","0519279812"
"Haling 20 E","Enkhuizen","1602DB","NL","2004-01-01","Djv Bloemen B.V.","37114572","+31228322768","0524089339"
"De Flearen 7","Harkema","9281RG","NL","2021-01-01","Just3D","82191131","","0604879854"
"Vonderweg 24","Enter","7468DC","NL","2006-01-01","Wevi B.V.","08148842","+31547284060","0525932115"
"Gedempte Zuiderdiep 146","Groningen","9711HN","NL","2015-01-01","Simode","62389459","+31503134346","0602673984"
"Lilastraat 34","Almere","1339AH","NL","2015-01-01","Deviation of the Norm B.V.","63726912","+31365352003","0602828705"
"Blaricumseplein 39","'s-Gravenhage","2574SP","NL","2020-01-01","Marica Kolcheva","80039685","","0604624421"
"Margaretha Roosenboomln 89","Enschede","7545RX","NL","2005-01-01","Stichting Administratiekantoor Aandelen Gds Consultancy","08138877","","0525516265"
"Constructieweg 1","Nieuwegein","3433NM","NL","2005-01-01","Kim Vormgeving B.V.","30200880","+31306060110","0524360912"
"Herculesstraat 15","Alkmaar","1812PD","NL","2018-01-01","Premium Voices B.V.","72009977","+31725316814","0603814372"
"Magazijnweg 27","Alphen aan den Rijn","2404CE","NL","2023-01-01","Timmerfabriek Koenekoop B.V.","55520014","+31172432712","0601660816"
"Oudezijds Achterburgwal 78 A","Amsterdam","1012DR","NL","2018-01-01","Concrete Amsterdam B.V.","72996331","+31205200200","0603926488"
"Gerard Brandtweg 2","Enkhuizen","1602LA","NL","2020-01-01","Fsc","77749014","","0604498126"
"Baronielaan 63","Breda","4818PC","NL","2022-01-01","Dealvolution","87991454","","0605560334"
"Cohenstraat 45","Wildervank","9648AR","NL","2020-01-01","Greenpanels","78331978","","0604572112"
"Antoon van Hooffplein 1","Arnhem","6816SH","NL","1992-01-01","Stichting the Vulture Conservation Foundation","41157333","","0522951399"
"Rooilijn 1","Surhuisterveen","9231DZ","NL","1997-01-01","Hollema Bouw B.V.","04055122","+31512362255","0513255892"
"Twekkelerweg 252","Hengelo OV","7553LS","NL","2004-01-01","Pauw Accountants B.V.","08126561","+31742503565","0523744595"
"Uitweg 25","Vinkeveen","3645TA","NL","2008-01-01","Aquaflora B.V.","12030704","+31297261861","0528396461"
"Middelste Groes 13","Heesch","5384VV","NL","2011-01-01","Auto Service Heesch B.V.","54063485","+31412454738","0601486020"
"De Quaystraat 14","Sint Oedenrode","5491CW","NL","2001-01-01","Eusebius B.V.","17136140","+31413490157","0517529740"
"L.J. Costerstraat 47","Heino","8141GN","NL","2019-01-01","Lmb Heino B.V.","75186675","+31572366860","0604191697"
"Stuijvesantstraat 63","Haarlem","2023KL","NL","2021-01-01","Salon Stuyff","90849469","+31235263679","0605896167"
"11615 Sonoma DR","Austin","78738","US","1992-01-01","Comp U Train Inc","","+1512-263-0673","0281739003"
"Rozenkwartsstraat 6","Leiden","2332GM","NL","2009-01-01","Connect Trans B.V.","28092239","+31715218856","0518037674"
